airplane_167540,apple_216277,airplane_338325
0.6061747072843712,0.31031856754090054,0.39931848577941764
0.6173646265613434,0.2882469252970808,0.4011409530404362
0.737765097632953,0.38493786691724174,0.687478683083652
0.7440159723893673,0.42534576751531117,0.7101682702597254
0.739889505164518,0.4695266705125255,0.7089688387794882
0.7130952254301535,0.40195836947999514,0.735648381457088
0.7152896587221723,0.48298011678570835,0.6846106923686128
0.7858817152925452,0.498379383972894,0.6741968064018402
0.7203281569028823,0.41421280256123627,0.745255972460684
0.774009322943478,0.4256822761604384,0.7199172072498035
0.7690251898894949,0.48167883862438576,0.6843781681723404
0.702292288508894,0.3838462934645143,0.7192185427083271
0.7547824654240196,0.434043872942509,0.7567763103545284
0.7798568916139842,0.44975524435089287,0.7341769489600458
0.711727123328379,0.35947086801440836,0.7177555170600985
0.7512842691083335,0.3193322577496041,0.7529841085898048
0.7325600131659271,0.3829425206880955,0.818886830246518
0.7096349364752415,0.4547703087144861,0.7109734064979876
0.7790651018713047,0.4240316501942502,0.788947935372194
0.7840498711800404,0.3846509956539993,0.6946676450096143
0.7726091952421681,0.39475242451525266,0.63600148930172
0.8409505182586671,0.4334135630983172,0.7185795590813392
0.8122603392240356,0.39071652378141425,0.6580004007929545
0.7674414577709793,0.3546780045451327,0.5682704837729864
0.8009875990046962,0.4793285573180208,0.7378546915152617
0.8147542493582335,0.5531308117234333,0.7416364827883893
0.8254511782105058,0.4121547065225148,0.6588331031924906
0.7404812695872462,0.3532292623539632,0.7447870143406763
0.7812481961859276,0.3420172371968,0.6891801135310577
0.801548287328509,0.4072350194657812,0.6862434888030179
0.8017990863432288,0.39606825846476923,0.7335427168358856
0.7865560503320167,0.36154008081187416,0.6145699199623147
0.7809319806873799,0.37777588746717294,0.6189025877398334
0.7698997493159345,0.31593638265007384,0.7819201851646134
0.7478042343120269,0.31521369348324835,0.6901637953886771
0.7781787117755886,0.39591586109010846,0.6672382286046891
0.8349899799157019,0.33244138005649215,0.8638548340989838
0.8280769293060807,0.18865146254720566,0.8448053929617749
0.6636396511717645,0.429182095189207,0.3843569693634762
0.6054032057270876,0.3739881932839516,0.48711394571044164
0.7254713355594717,0.4598948387031833,0.5104733896922102
0.7711168873461529,0.39021492239743855,0.7902521364072734
0.7687314158013564,0.22326647151009377,0.5104107320526867
0.7213949104589201,0.1650658228324624,0.510452028759215
0.4917847559127795,0.3946756548251227,0.4227407480293204
0.6446685902589814,0.28922858315279565,0.3397538067349906
0.4869162152132705,0.3762460808054456,0.42655498533990677
0.4920697462546952,0.4485808842924507,0.45946597008318796
0.796487242536741,0.3740322808878583,0.5937550718403126
